,prediction,test
2362,[25026.3046875],[27579.0]
2363,[24427.419921875],[26500.0]
2364,[40979.9453125],[30750.0]
2365,[23408.13671875],[38403.0]
2366,[40970.03515625],[23995.0]
2367,[43656.0703125],[57534.0]
2368,[14674.7529296875],[40520.0]
2369,[33521.7890625],[28865.0]
2370,[30264.861328125],[38655.0]
2371,[43691.6328125],[29843.0]
2372,[34946.109375],[34156.0]
2373,[7062.40673828125],[33760.0]
2374,[13717.755859375],[1350.0]
2375,[17363.3984375],[3200.0]
2376,[35388.7578125],[44728.0]
2377,[27649.404296875],[40079.0]
2378,[11446.3212890625],[39900.0]
2379,[15054.6376953125],[22070.0]
2380,[22788.875],[10999.0]
2381,[6222.7646484375],[33304.0]
2382,[17260.53515625],[32993.0]
2383,[21476.830078125],[34995.0]
2384,[33762.2421875],[64120.0]
2385,[1101.31396484375],[23044.0]
2386,[12139.3935546875],[20094.0]
2387,[15146.166015625],[24875.0]
2388,[35399.5859375],[35949.0]
2389,[16176.9228515625],[18000.0]
2390,[15685.7275390625],[30108.0]
2391,[40559.0078125],[10999.0]
2392,[2366.164794921875],[10999.0]
2393,[10672.7509765625],[37315.0]
2394,[6743.25146484375],[24967.0]
2395,[9458.1123046875],[34776.0]
2396,[26974.3203125],[1379.0]
2397,[15624.7509765625],[26690.0]
2398,[17240.93359375],[18259.0]
2399,[11961.0107421875],[24789.0]
2400,[26956.52734375],[17340.0]
2401,[33504.796875],[15250.0]
2402,[14068.5576171875],[19279.0]
2403,[37112.1328125],[49553.0]
2404,[13942.2802734375],[28368.0]
2405,[12113.5263671875],[24192.0]
2406,[7318.83056640625],[40400.0]
2407,[16025.7001953125],[31841.0]
2408,[23636.3515625],[32488.0]
2409,[35173.53125],[24805.0]
2410,[20756.044921875],[43386.0]
2411,[16982.833984375],[22160.0]
2412,[9001.2255859375],[17633.0]
2413,[12505.3505859375],[20120.0]
2414,[37363.59765625],[31338.0]
2415,[19158.130859375],[38675.0]
2416,[37006.1875],[44150.0]
2417,[10401.83984375],[42900.0]
2418,[23302.943359375],[18006.0]
2419,[22547.775390625],[36405.0]
2420,[673.4719848632812],[18890.0]
2421,[29950.517578125],[28535.0]
2422,[7514.64501953125],[16561.0]
2423,[26149.818359375],[26930.0]
2424,[17694.685546875],[26277.0]
2425,[3676.505859375],[42726.0]
2426,[13822.8876953125],[42870.0]
2427,[21033.337890625],[23995.0]
2428,[8033.26708984375],[30393.0]
2429,[13649.0556640625],[37877.0]
2430,[13553.861328125],[21674.0]
2431,[24698.130859375],[21361.0]
2432,[726.8007202148438],[19276.0]
2433,[4074.246826171875],[43650.0]
2434,[40070.328125],[44280.0]
2435,[6040.77783203125],[28815.0]
2436,[11449.6650390625],[3700.0]
2437,[23510.623046875],[29798.0]
2438,[35960.54296875],[28252.0]
2439,[25783.802734375],[31914.0]
2440,[17502.501953125],[18000.0]
2441,[13819.5908203125],[2979.0]
2442,[3912.516845703125],[36704.0]
2443,[32213.681640625],[17123.0]
2444,[11798.44140625],[26350.0]
2445,[1373.32421875],[28435.0]
2446,[1984.4593505859375],[19165.0]
2447,[26749.751953125],[30496.0]
2448,[27887.580078125],[24924.0]
2449,[20430.044921875],[34216.0]
2450,[25023.529296875],[9388.0]
2451,[11910.796875],[6500.0]
2452,[39999.7421875],[10219.0]
2453,[13544.3115234375],[35594.0]
2454,[20274.998046875],[19631.0]
2455,[3495.964599609375],[16952.0]
2456,[34468.55859375],[35716.0]
2457,[2754.767333984375],[23290.0]
2458,[41767.23828125],[33923.0]
2459,[27173.740234375],[11500.0]
2460,[6238.37158203125],[16950.0]
2461,[10534.8896484375],[30900.0]
2462,[42559.171875],[29066.0]
2463,[38120.0859375],[19032.0]
2464,[10886.6513671875],[37120.0]
2465,[27993.140625],[19400.0]
2466,[24856.755859375],[26332.0]
2467,[6998.34814453125],[28500.0]
2468,[25845.474609375],[21533.0]
2469,[17377.29296875],[18561.0]
2470,[18605.53125],[39865.0]
2471,[2463.074951171875],[32047.0]
2472,[12737.453125],[20093.0]
2473,[24617.6796875],[24722.0]
2474,[37790.5234375],[23089.0]
2475,[3370.297119140625],[43050.0]
2476,[39832.3125],[7955.0]
2477,[14694.1044921875],[25222.0]
2478,[8667.9287109375],[27455.0]
2479,[6779.21142578125],[28636.0]
2480,[34386.2890625],[36950.0]
2481,[33162.390625],[29392.0]
2482,[19412.56640625],[27617.0]
2483,[27138.779296875],[64995.0]
2484,[3758.850341796875],[16875.0]
2485,[29751.279296875],[23750.0]
2486,[11462.6083984375],[42500.0]
2487,[22090.48828125],[20172.0]
2488,[38047.71484375],[28991.0]
2489,[5286.07080078125],[11307.0]
2490,[20855.697265625],[9190.0]
2491,[12840.5146484375],[34646.0]
2492,[3739.11572265625],[22513.0]
2493,[11153.1865234375],[15500.0]
2494,[41478.7109375],[42000.0]
2495,[6126.71142578125],[27925.0]
2496,[15740.6591796875],[34282.0]
2497,[21729.810546875],[35720.0]
2498,[12924.8974609375],[43650.0]
2499,[6651.17333984375],[39317.0]
2500,[13531.2861328125],[49214.0]
2501,[41540.546875],[50143.0]
2502,[29563.615234375],[35336.0]
2503,[10679.03515625],[33259.0]
2504,[21241.4921875],[40576.0]
2505,[45839.26953125],[10999.0]
2506,[13542.3056640625],[18762.0]
2507,[13817.91015625],[33216.0]
2508,[40575.46875],[29863.0]
2509,[11215.9599609375],[24913.0]
2510,[10798.3349609375],[3700.0]
2511,[12144.8232421875],[27900.0]
2512,[15438.4150390625],[35173.0]
2513,[4018.680908203125],[10000.0]
2514,[18926.787109375],[5166.0]
2515,[18664.369140625],[21098.0]
2516,[4246.54052734375],[43196.0]
2517,[4699.46875],[31102.0]
2518,[40338.55859375],[34189.0]
2519,[3496.540283203125],[13494.0]
2520,[26542.48046875],[45750.0]
2521,[808.6519165039062],[11999.0]
2522,[14332.3271484375],[21226.0]
2523,[24191.771484375],[31790.0]
2524,[21365.8203125],[11950.0]
2525,[8420.1669921875],[27526.0]
2526,[37439.14453125],[37081.0]
2527,[25573.966796875],[35298.0]
2528,[14997.5263671875],[46489.0]
2529,[13940.462890625],[28710.0]
2530,[28611.740234375],[45050.0]
2531,[33590.640625],[21165.0]
2532,[30825.841796875],[30932.0]
2533,[12593.6767578125],[1100.0]
2534,[4195.31591796875],[35911.0]
2535,[8532.6328125],[27174.0]
2536,[10371.18359375],[13925.0]
2537,[32983.84765625],[44511.0]
2538,[23625.408203125],[6163.0]
2539,[14917.1494140625],[12284.0]
2540,[8362.857421875],[43161.0]
2541,[15527.7509765625],[37150.0]
2542,[12110.7353515625],[30506.0]
2543,[24922.349609375],[4494.0]
2544,[13313.3740234375],[19377.0]
2545,[10075.1005859375],[32031.0]
2546,[34963.68359375],[8999.0]
2547,[10079.98046875],[71750.0]
2548,[25989.791015625],[31621.0]
2549,[31797.8359375],[41560.0]
2550,[2557.906982421875],[39388.0]
2551,[36288.171875],[4999.0]
2552,[31263.107421875],[28800.0]
2553,[13687.43359375],[5700.0]
2554,[26264.98046875],[42723.0]
2555,[14219.0244140625],[66500.0]
2556,[26746.78125],[12616.0]
2557,[39173.7578125],[32300.0]
2558,[18942.587890625],[4200.0]
2559,[26233.595703125],[33636.0]
2560,[21035.44921875],[41000.0]
2561,[16919.208984375],[35053.0]
2562,[3811.034423828125],[45000.0]
2563,[5082.05029296875],[26237.0]
2564,[35587.14453125],[39430.0]
2565,[23682.396484375],[37000.0]
2566,[24416.359375],[34444.0]
2567,[23268.375],[7000.0]
2568,[4627.13134765625],[10250.0]
2569,[29260.5546875],[34472.0]
2570,[35139.44921875],[21977.0]
2571,[27080.263671875],[33990.0]
2572,[4053.609375],[45923.0]
2573,[7353.48876953125],[40574.0]
2574,[23174.091796875],[24107.0]
2575,[19953.560546875],[30250.0]
2576,[28588.234375],[38000.0]
2577,[47658.5703125],[39057.0]
2578,[22636.68359375],[23190.0]
2579,[29661.91015625],[34649.0]
2580,[16706.568359375],[21361.0]
2581,[39617.84765625],[28571.0]
2582,[11757.791015625],[23898.0]
2583,[16414.06640625],[20998.0]
2584,[34072.1953125],[7500.0]
2585,[16041.0107421875],[29074.0]
2586,[18474.302734375],[16531.0]
2587,[11654.4287109375],[24032.0]
2588,[40051.9765625],[42400.0]
2589,[12394.892578125],[36799.0]
2590,[23469.5390625],[33996.0]
2591,[19886.958984375],[17401.0]
2592,[37828.58203125],[30277.0]
2593,[27173.619140625],[29541.0]
2594,[11459.078125],[19995.0]
2595,[26761.328125],[16654.0]
2596,[36286.6328125],[20500.0]
2597,[20916.841796875],[40659.0]
2598,[17000.208984375],[27014.0]
2599,[18796.9296875],[27166.0]
2600,[23357.818359375],[395.0]
2601,[5424.49560546875],[2926.0]
2602,[33847.6328125],[35627.0]
2603,[4928.7275390625],[22938.0]
2604,[20767.501953125],[27080.0]
2605,[15331.3291015625],[34000.0]
2606,[21623.447265625],[27250.0]
2607,[9148.3525390625],[31624.0]
2608,[6758.48779296875],[35313.0]
2609,[11732.189453125],[42140.0]
2610,[17455.388671875],[42041.0]
2611,[30696.232421875],[22724.0]
2612,[15577.5888671875],[44657.0]
2613,[25239.462890625],[32500.0]
2614,[43454.5390625],[35403.0]
2615,[22797.109375],[300.0]
2616,[23376.5390625],[44276.0]
2617,[19594.087890625],[35689.0]
2618,[8113.30322265625],[26019.0]
2619,[41638.2109375],[23775.0]
2620,[30203.373046875],[31500.0]
2621,[23534.416015625],[24664.0]
2622,[28850.9140625],[29465.0]
2623,[3778.50732421875],[30244.0]
2624,[9368.3369140625],[37400.0]
2625,[28967.40625],[27549.0]
2626,[8401.7919921875],[28125.0]
2627,[18141.529296875],[14921.0]
2628,[33452.28515625],[24762.0]
2629,[26858.779296875],[27672.0]
2630,[41839.68359375],[11500.0]
2631,[5615.1337890625],[18389.0]
2632,[31846.408203125],[20999.0]
2633,[4309.21630859375],[38530.0]
2634,[39195.6796875],[17200.0]
2635,[33880.890625],[39676.0]
2636,[32605.681640625],[14901.0]
2637,[31890.75390625],[38911.0]
2638,[20009.591796875],[25000.0]
2639,[15515.052734375],[29027.0]
2640,[16039.4189453125],[12752.0]
2641,[12929.26953125],[16269.0]
2642,[33120.02734375],[19672.0]
2643,[12135.96484375],[44000.0]
2644,[810.5322875976562],[6600.0]
2645,[27076.55078125],[33502.0]
2646,[25775.474609375],[5555.0]
2647,[10376.9990234375],[21500.0]
2648,[30185.283203125],[25257.0]
2649,[7070.68701171875],[31841.0]
2650,[28511.244140625],[35035.0]
