,prediction,test
2354,[17360.904296875],[54900.0]
2355,[18037.994140625],[45750.0]
2356,[44244.76953125],[26750.0]
2357,[33781.25390625],[49000.0]
2358,[18642.751953125],[42704.0]
2359,[35584.94140625],[37900.0]
2360,[20236.841796875],[37214.0]
2361,[14001.068359375],[24375.0]
2362,[21539.615234375],[27579.0]
2363,[28435.29296875],[26500.0]
2364,[25898.154296875],[30750.0]
2365,[17754.0],[38403.0]
2366,[26471.720703125],[23995.0]
2367,[31288.763671875],[57534.0]
2368,[15825.1943359375],[40520.0]
2369,[41140.69921875],[28865.0]
2370,[26196.53125],[38655.0]
2371,[37604.23046875],[29843.0]
2372,[28656.92578125],[34156.0]
2373,[8166.29150390625],[33760.0]
2374,[11904.5419921875],[1350.0]
2375,[11587.7529296875],[3200.0]
2376,[42142.87109375],[44728.0]
2377,[20860.724609375],[40079.0]
2378,[11913.349609375],[39900.0]
2379,[18369.439453125],[22070.0]
2380,[23494.013671875],[10999.0]
2381,[7511.43603515625],[33304.0]
2382,[24195.634765625],[32993.0]
2383,[19534.677734375],[34995.0]
2384,[33337.74609375],[64120.0]
2385,[979.1480102539062],[23044.0]
2386,[9787.0576171875],[20094.0]
2387,[15423.9921875],[24875.0]
2388,[25991.3984375],[35949.0]
2389,[13735.8896484375],[18000.0]
2390,[11241.96484375],[30108.0]
2391,[25309.955078125],[10999.0]
2392,[1631.6199951171875],[10999.0]
2393,[13228.2197265625],[37315.0]
2394,[6984.248046875],[24967.0]
2395,[10389.3408203125],[34776.0]
2396,[32806.93359375],[1379.0]
2397,[11343.6884765625],[26690.0]
2398,[19621.626953125],[18259.0]
2399,[15509.0517578125],[24789.0]
2400,[30017.01953125],[17340.0]
2401,[14401.8486328125],[15250.0]
2402,[12307.0771484375],[19279.0]
2403,[28413.009765625],[49553.0]
2404,[18051.826171875],[28368.0]
2405,[11234.7666015625],[24192.0]
2406,[6232.06689453125],[40400.0]
2407,[13709.34765625],[31841.0]
2408,[25273.873046875],[32488.0]
2409,[31077.1796875],[24805.0]
2410,[22813.5234375],[43386.0]
2411,[16005.9228515625],[22160.0]
2412,[6614.4814453125],[17633.0]
2413,[11122.1123046875],[20120.0]
2414,[46786.57421875],[31338.0]
2415,[15775.6748046875],[38675.0]
2416,[34765.6015625],[44150.0]
2417,[14483.2724609375],[42900.0]
2418,[18379.814453125],[18006.0]
2419,[21583.130859375],[36405.0]
2420,[6681.26220703125],[18890.0]
2421,[36652.85546875],[28535.0]
2422,[7377.10107421875],[16561.0]
2423,[12572.2607421875],[26930.0]
2424,[15984.7724609375],[26277.0]
2425,[4973.90771484375],[42726.0]
2426,[16799.458984375],[42870.0]
2427,[21701.544921875],[23995.0]
2428,[7573.3134765625],[30393.0]
2429,[12613.8359375],[37877.0]
2430,[12068.666015625],[21674.0]
2431,[24649.458984375],[21361.0]
2432,[1392.9095458984375],[19276.0]
2433,[5109.376953125],[43650.0]
2434,[46751.5703125],[44280.0]
2435,[5299.10546875],[28815.0]
2436,[11605.3515625],[3700.0]
2437,[18779.6484375],[29798.0]
2438,[38731.21875],[28252.0]
2439,[27044.353515625],[31914.0]
2440,[12660.435546875],[18000.0]
2441,[19971.673828125],[2979.0]
2442,[3829.02001953125],[36704.0]
2443,[34879.05859375],[17123.0]
2444,[5078.00634765625],[26350.0]
2445,[1252.3822021484375],[28435.0]
2446,[2409.099365234375],[19165.0]
2447,[18029.943359375],[30496.0]
2448,[27043.048828125],[24924.0]
2449,[28126.74609375],[34216.0]
2450,[30126.216796875],[9388.0]
2451,[6527.44384765625],[6500.0]
2452,[39902.109375],[10219.0]
2453,[11127.03125],[35594.0]
2454,[19738.34765625],[19631.0]
2455,[5205.685546875],[16952.0]
2456,[41794.60546875],[35716.0]
2457,[2629.770263671875],[23290.0]
2458,[40880.01171875],[33923.0]
2459,[19404.533203125],[11500.0]
2460,[9597.0947265625],[16950.0]
2461,[8111.1923828125],[30900.0]
2462,[51575.69140625],[29066.0]
2463,[35111.72265625],[19032.0]
2464,[13702.6064453125],[37120.0]
2465,[33425.21484375],[19400.0]
2466,[20488.365234375],[26332.0]
2467,[8262.8603515625],[28500.0]
2468,[15031.9208984375],[21533.0]
2469,[16341.9482421875],[18561.0]
2470,[16087.47265625],[39865.0]
2471,[2150.524658203125],[32047.0]
2472,[8964.9853515625],[20093.0]
2473,[22922.130859375],[24722.0]
2474,[46608.5859375],[23089.0]
2475,[5347.78955078125],[43050.0]
2476,[39116.30859375],[7955.0]
2477,[26001.884765625],[25222.0]
2478,[8262.43359375],[27455.0]
2479,[4258.27392578125],[28636.0]
2480,[34205.91015625],[36950.0]
2481,[42288.54296875],[29392.0]
2482,[15769.0263671875],[27617.0]
2483,[42773.8203125],[64995.0]
2484,[3959.592529296875],[16875.0]
2485,[29063.1640625],[23750.0]
2486,[12769.2119140625],[42500.0]
2487,[16109.7373046875],[20172.0]
2488,[23825.322265625],[28991.0]
2489,[6255.29052734375],[11307.0]
2490,[13292.955078125],[9190.0]
2491,[7709.564453125],[34646.0]
2492,[7230.9013671875],[22513.0]
2493,[11241.4677734375],[15500.0]
2494,[44845.09375],[42000.0]
2495,[13359.1376953125],[27925.0]
2496,[11245.2861328125],[34282.0]
2497,[23328.607421875],[35720.0]
2498,[12019.90625],[43650.0]
2499,[7167.9912109375],[39317.0]
2500,[12428.3896484375],[49214.0]
2501,[31518.591796875],[50143.0]
2502,[16213.8134765625],[35336.0]
2503,[4800.58056640625],[33259.0]
2504,[26370.458984375],[40576.0]
2505,[46390.35546875],[10999.0]
2506,[8732.8740234375],[18762.0]
2507,[18806.072265625],[33216.0]
2508,[38150.75],[29863.0]
2509,[10738.0166015625],[24913.0]
2510,[10864.4228515625],[3700.0]
2511,[12217.00390625],[27900.0]
2512,[15832.4736328125],[35173.0]
2513,[6995.93359375],[10000.0]
2514,[13446.2197265625],[5166.0]
2515,[17507.044921875],[21098.0]
2516,[6304.71826171875],[43196.0]
2517,[4713.38037109375],[31102.0]
2518,[36567.00390625],[34189.0]
2519,[3857.54150390625],[13494.0]
2520,[28834.212890625],[45750.0]
2521,[4139.64306640625],[11999.0]
2522,[11358.63671875],[21226.0]
2523,[26490.466796875],[31790.0]
2524,[18526.158203125],[11950.0]
2525,[3302.677490234375],[27526.0]
2526,[38945.16796875],[37081.0]
2527,[25196.30078125],[35298.0]
2528,[11958.6201171875],[46489.0]
2529,[13706.2333984375],[28710.0]
2530,[29102.41015625],[45050.0]
2531,[43391.41796875],[21165.0]
2532,[30537.384765625],[30932.0]
2533,[14490.3359375],[1100.0]
2534,[5805.32958984375],[35911.0]
2535,[11114.45703125],[27174.0]
2536,[7843.619140625],[13925.0]
2537,[28015.681640625],[44511.0]
2538,[10727.0771484375],[6163.0]
2539,[11910.6796875],[12284.0]
2540,[9077.9453125],[43161.0]
2541,[21577.416015625],[37150.0]
2542,[13014.7724609375],[30506.0]
2543,[26073.931640625],[4494.0]
2544,[11030.8193359375],[19377.0]
2545,[11365.6689453125],[32031.0]
2546,[33525.0234375],[8999.0]
2547,[6675.62255859375],[71750.0]
2548,[33373.38671875],[31621.0]
2549,[18908.498046875],[41560.0]
2550,[13317.240234375],[39388.0]
2551,[28250.044921875],[4999.0]
2552,[39318.21484375],[28800.0]
2553,[10948.1650390625],[5700.0]
2554,[47901.05078125],[42723.0]
2555,[13577.6689453125],[66500.0]
2556,[27704.638671875],[12616.0]
2557,[31113.0625],[32300.0]
2558,[17300.6796875],[4200.0]
2559,[34821.8515625],[33636.0]
2560,[12323.1767578125],[41000.0]
2561,[11341.5927734375],[35053.0]
2562,[7597.78369140625],[45000.0]
2563,[5857.42431640625],[26237.0]
2564,[27812.353515625],[39430.0]
2565,[35849.75390625],[37000.0]
2566,[17412.716796875],[34444.0]
2567,[25558.826171875],[7000.0]
2568,[4089.7724609375],[10250.0]
2569,[21924.85546875],[34472.0]
2570,[38274.9375],[21977.0]
2571,[41186.7421875],[33990.0]
2572,[6154.94482421875],[45923.0]
2573,[4674.23681640625],[40574.0]
2574,[28458.888671875],[24107.0]
2575,[17069.095703125],[30250.0]
2576,[36684.12109375],[38000.0]
2577,[41620.21484375],[39057.0]
2578,[17164.357421875],[23190.0]
2579,[34174.6015625],[34649.0]
2580,[18408.431640625],[21361.0]
2581,[44814.07421875],[28571.0]
2582,[5832.13818359375],[23898.0]
2583,[18090.7734375],[20998.0]
2584,[29437.666015625],[7500.0]
2585,[12937.1162109375],[29074.0]
2586,[10506.8974609375],[16531.0]
2587,[11808.2509765625],[24032.0]
2588,[29478.2109375],[42400.0]
2589,[7833.29736328125],[36799.0]
2590,[12792.0185546875],[33996.0]
2591,[18226.0078125],[17401.0]
2592,[25522.384765625],[30277.0]
2593,[24533.138671875],[29541.0]
2594,[12028.044921875],[19995.0]
2595,[23244.939453125],[16654.0]
2596,[44764.00390625],[20500.0]
2597,[25519.431640625],[40659.0]
2598,[19259.705078125],[27014.0]
2599,[12080.1962890625],[27166.0]
2600,[21357.61328125],[395.0]
2601,[3643.344482421875],[2926.0]
2602,[32172.279296875],[35627.0]
2603,[4299.48779296875],[22938.0]
2604,[26559.087890625],[27080.0]
2605,[17288.408203125],[34000.0]
2606,[24697.744140625],[27250.0]
2607,[5771.33154296875],[31624.0]
2608,[2892.253173828125],[35313.0]
2609,[18514.005859375],[42140.0]
2610,[8832.9912109375],[42041.0]
2611,[40773.72265625],[22724.0]
2612,[15566.9794921875],[44657.0]
2613,[32251.96484375],[32500.0]
2614,[16670.9453125],[35403.0]
2615,[19304.63671875],[300.0]
2616,[31554.86328125],[44276.0]
2617,[14867.29296875],[35689.0]
2618,[5303.74609375],[26019.0]
2619,[39790.33203125],[23775.0]
2620,[30622.3125],[31500.0]
2621,[18444.455078125],[24664.0]
2622,[28983.42578125],[29465.0]
2623,[4210.37451171875],[30244.0]
2624,[8343.4951171875],[37400.0]
2625,[22596.849609375],[27549.0]
2626,[4977.88525390625],[28125.0]
2627,[19637.826171875],[14921.0]
2628,[24017.443359375],[24762.0]
2629,[25600.708984375],[27672.0]
2630,[31051.400390625],[11500.0]
2631,[8340.1064453125],[18389.0]
2632,[37012.33984375],[20999.0]
2633,[4458.58740234375],[38530.0]
2634,[36348.78125],[17200.0]
2635,[19082.685546875],[39676.0]
2636,[37036.30859375],[14901.0]
2637,[28083.8671875],[38911.0]
2638,[12266.7021484375],[25000.0]
2639,[18269.806640625],[29027.0]
2640,[14365.8251953125],[12752.0]
2641,[16388.38671875],[16269.0]
2642,[21143.279296875],[19672.0]
2643,[12258.2607421875],[44000.0]
2644,[1512.821044921875],[6600.0]
2645,[30626.220703125],[33502.0]
2646,[22961.119140625],[5555.0]
2647,[10053.5400390625],[21500.0]
2648,[20840.529296875],[25257.0]
2649,[7383.04931640625],[31841.0]
2650,[11067.1064453125],[35035.0]
